name,year,month,referencing_articles,references,unique_id,language,authors,quality
Trial for the branch-and-bound metal complexity engineering,1951,JULY,4,26,9600,Hindi,"['Adelaide Alexander', 'Bruce Harvey', 'Junia Marcellus']",0.3702998795478109
The adaptive isotopic member optimality exchange,1954,JUNE,4,21,11002,English,"['Tiberius Evander', 'Niamh Chester', 'Raymond Scorpius']",0.3155094017167814
An Inhibitor Undergoing The Identity Extends Outpatients,1946,FEBRUARY,4,28,8084,English,['Magnus Anahita'],0.47785329232776286
Bidentate photo as a solution for man using the random tissue,1947,JUNE,4,25,8656,Hindi,"['Levi Jupiter', 'Raymond Candida', 'Lucretia Marcellus']",0.4517991710937507
Chiral interactions among the calcium broad-spectrum public gamma invasive nationwide mice and Wakaleo waves assures the methadone,1944,SEPTEMBER,4,27,7823,English,"['Jupiter Julius', 'Thor Audree', 'Damon Elora']",0.5270459135466313
Danish bidentate register-based positive late rare implantations,1951,APRIL,4,19,9594,English,"['Laurentina Arram', 'Bruce Drusilla', 'Lucretia Urban', 'Alessia Harvey', 'Elora Tarquin']",0.36505425959548166
NLRP3s mediated by magnetic acute molecules,1950,JUNE,4,28,9337,English,"['Dorothy Liam', 'Frances Florian', 'Persephone Asher']",0.3842874728146967
Experiences using fezzes or invasive system,1947,FEBRUARY,4,32,8478,Hindi,"['Shirley Liam', 'Brianna Neriah', 'Jason Ivo', 'Moriah Justina']",0.4480743736052212
The nonmetallic mitigate functional-consumer,1951,JANUARY,4,28,9660,English,['Amos Bram'],0.36381655085640324
The receptor preoperative inhibitor,1955,JUNE,4,16,10871,English,"['Bodhi Ingrid', 'Isabel Ivo', 'Calvin Ignatio', 'Francis Mahala']",0.29488985143977037
Uncertainty Study Through Non-linear Liquid,1946,AUGUST,4,33,8450,English,"['Orpheus Jupiter', 'Yara Nero', 'Horatio Florence', 'Shadrack Yara']",0.4704750909634439
Photocatalytic trivial pandemic 2018,1953,FEBRUARY,4,30,10199,Spanish,"['Aine Damaris', 'Calvin Avalon']",0.32581513453917027
Multiple complementary legal string mediated by the efficacy,1950,JUNE,4,15,9711,English,"['Brianna Tanaquil', 'Philomena Adelaide']",0.3802939816215262
The Pains Via 3D Printed Glutaredoxin Contributes To The Response Survival,1945,OCTOBER,4,12,7999,English,"['Tanaquil Abigail', 'Ralph Salem']",0.4928814303380424
The adsorptions :  imine tunnel of ashes as a solution for atomic nationwide response,1948,APRIL,4,29,8838,English,"['Elishah Ned', 'Winifred Mathis', 'Charvi Elmer']",0.42077590198227743
Mechanisms on British metastatic rare bite,1945,JULY,4,32,7825,English,"['Marcus Thor', 'Hadassah Amir']",0.48900940079386446
The sensorless neuropathic acidic livers,1950,MARCH,4,11,9304,Spanish,"['Osirus Minerva', 'Jupiter Honoria', 'Khrystyna Neriah', 'Eugenia Boudicca', 'Oswald Urban']",0.376810682294627
Urban failure or the unusual chapters,1949,SEPTEMBER,4,24,9169,English,"['Deidre Clara', 'Cosmo Aeliana', 'Kirk Elishah', 'Decimus Gaia']",0.3960005952902118
The stress-induced mesothelioma Pteridium aquilinum,1954,NOVEMBER,4,14,11062,English,['Demetrius Eugene'],0.3026112704995748
Case with a temperature contributes to the radiations as operational foot through clock factors for the lights using functional facets in the carcinomas is dispensable for a United Kingdom,1955,APRIL,4,19,10757,English,"['Persis Levi', 'Nova Noe']",0.28600025461893425
Bite experience between stress-induced invasive climate with a the models as elusive photocorrosion,1943,FEBRUARY,4,27,7306,English,"['Parisa Kamiko', 'Winifred Zotikos', 'Yara Elmer', 'Isabel Parisa']",0.5325922830522962
Extracellular social functional retirements,1950,JULY,4,27,9550,Vietnamese,"['Ellie Damon', 'Nova Noe']",0.36781581977023176
Generic hypoxia-preconditioned pulsed-type intersections,1946,APRIL,4,19,8156,English,"['Drusilla Yara', 'Renata Elmer', 'Rocco Veda']",0.44968081920400227
Material pulsed-type displacement assures an acidic state,1945,MARCH,4,26,7928,English,"['Silvia Callum', 'Khrystyna Abelia', 'Ivo Boudicca', 'Ellie Allegra', 'Drusilla Mercury', 'Aarav Harvey']",0.4721403156551244
Scientific collapses assures dehydrogenative double-hydroxide negative genetic cross-sectional pulsed-type GRXS15s via high relative trial,1942,SEPTEMBER,4,18,7313,Hindi,"['Nathaniel Hazel', 'Ophelia Mathis']",0.5496300883231152
Survey :  a modeling mediated by skin using a positive climate for the reactant basic linear sentiments disrupts metastatic complexity extends nanoheterostructureses inhibits Chinese organic subset,1951,DECEMBER,4,33,9873,English,"['Calithea Atlas', 'Rocco Amos', 'Atlas Aarav']",0.3625087946823107
Biological nitrogen based on winds with a a Mexico via associations,1952,JANUARY,4,29,9687,Spanish,"['Cerridwen Aphra', 'Athalia Callynn', 'Amell Arabella']",0.3256934048148413
The photocorrosions in a complexity,1952,FEBRUARY,4,22,10125,Vietnamese,"['Odysseus Alice', 'Amos Marilla', 'Rocco Amir', 'Sinis Bram']",0.32533706184885125
Cross-sectional checkpoints with a random solitary stuck educational typical pulsed self-rated augmentations,1958,AUGUST,4,17,11763,English,"['Hardik Otto', 'Edgar Horatio']",0.2373683677402484
Hydrogen extends the public academic 3D printed genetic Wharton's optimalities,1948,SEPTEMBER,4,24,8867,English,"['Septimus Cyra', 'Loki Apollo']",0.39971119327650106
Campus extends glioblastoma skyrmion biological condensations undergoing the mediation is dispensable for complementary psychotherapy tetrathiomolybdate for space or the digitals,1943,JUNE,4,13,7403,English,"['Nova Calvin', 'Katana Nova', 'Arabella Decimus', 'Anna Arit']",0.5178692265403858
High-resolution Platelets Inhibits A Receptor Acidic Segment Mediated By Radiofrequencies In Effect Chapter Sheep On Clocks Contributes To A Goose,1941,NOVEMBER,4,27,6975,Saraiki,"['Jabir Caius', 'Cerridwen Aphra', 'Caius Konstantinos']",0.5697344925140291
A basic nationwide unusual adaptive three-party tubulocystic criterion,1949,NOVEMBER,4,32,9456,Hindi,"['Abigail Amias', 'Aaron Athalia', 'Nero Laurentina', 'Adelaide Calithea', 'Nathaniel Isabel']",0.37081993852135897
Radioactive problems through powers disrupts member using benign memberships,1942,DECEMBER,4,14,6991,English,"['Hardik Aurelius', 'Ethan Axil']",0.5615239484326262
Displacement using the ancient protected branch-and-bound cells,1949,FEBRUARY,4,30,9147,Mandarin Chinese,"['Kirk Mahala', 'Flavius Amaranta', 'Amias Josiah', 'Alexander Clara', 'Odysseus Silvia', 'Boudicca Frances']",0.3701182290110474
Self-rated academic glioblastoma prospective neuropathic postcranias,1940,SEPTEMBER,4,38,6941,English,"['Harlow Arantxa', 'Eustace Cato', 'Isabel Tulsi', 'Raymond Horatio', 'Ignatio Kamala']",0.5897628891911033
Multiple Danish longitudinal amide-linked wind,1948,JULY,4,29,8760,Mandarin Chinese,"['Bronwen Allegra', 'Rufus Cassius', 'Bodhi Florentina']",0.3887640188087256
Therapeutic temperature assures a land-use and the longitudinal law-makings between response protections through high characteristic,1952,JANUARY,4,26,9933,English,"['Aliana Cora', 'Stefanos Bharat']",0.3148116992561369
Pulsed methadones is dispensable for the simulation as legal adaptive borrowing aqueous coupling facet structures,1952,MARCH,4,29,9762,English,"['Urban Isabel', 'Layla Julius', 'Jabir Caius', 'Wolfgang Alexander']",0.3146470181994757
Branch-and-bound Radiofrequency,1945,FEBRUARY,4,13,7768,English,"['Shirley Kamala', 'Valentina Damon']",0.452548657669684
The Anxiety Contributes To Amplifier Among A Skyrmion Functional-consumer In Dual-chamber Protons,1943,AUGUST,4,34,7389,Hindi,['Bodhi Aislinn'],0.5011974606073136
Pulsed invasive socio-religious borrowing spintronicses,1942,DECEMBER,4,37,7124,Hindi,"['Calliope Asher', 'Valeria Dominica', 'Renata Oscar']",0.5558508836963026
The Hemolytic Connecting Socio-religious Excitation,1943,NOVEMBER,4,29,7766,English,['Veda Niamh'],0.49900154265400476
Targeted generic classification,1941,MARCH,4,21,6893,Hindi,"['Katana Nova', 'Phineas Khrystyna', 'Atarah Romulus', 'Damaris Florian']",0.5520981531936218
The function contributes to the node :  serieses among hysteroscopy using illegal temperatures,1948,JULY,4,20,8820,Hejazi Arabic,"['Pilar Arianna', 'Esther Aurelius', 'Eugene Aine', 'Katana Nova']",0.382881013246544
Dual-chamber assessment on practice,1953,JANUARY,4,20,9905,English,['Neriah Shayna'],0.29429875470255584
High-resolution stuck factors contributes to a three-party agricultural synthesis via changing bridge,1954,JUNE,4,19,10368,Spanish,"['Mathis Allegra', 'Nero Florian', 'Fiona Columba', 'Delicia Ronald', 'Ophelia Amaranta']",0.2778522131449897
Displacement Response As A Solution For The Elusive Political Branch-and-bound Distribution Optimization,1950,JANUARY,4,39,9440,English,"['Felicia Yareli', 'Ivo Abelia']",0.3408401565863081
Half-minute-scale Legal Material Blended Dehydrogenative Tweezer Danish Music Van Der Waals Heterostructures,1946,MAY,4,23,8420,English,"['Osirus Tarquin', 'Gabriella Nova', 'Keyara Farrah', 'Perpetua Bernard']",0.4192883132840103
Radioactive radiofrequency as atoms in bite skeuomorphies,1947,DECEMBER,4,37,8813,Hindi,"['Sophia Luz', 'Titus Cassandra']",0.41909004442562414
Wakaleo therapeutic enterprises mediated by effect of node irons and the tubulocystic use theory or a determination pacemaker confers reducing natural child 2018s via three-party christian survey,1946,JULY,4,27,8353,English,"['Callynn Florentina', 'Zotikos Gourgoulianis', 'Wolfgang Marcus', 'Maeve Zotikos', 'Arantxa Persis']",0.41749089292875874
Fuzzy bipolar academic kidneys as a survival contributes to crystal,1952,MAY,4,11,9734,Spanish,"['Scorpius Rio', 'Arianna Ozius', 'Owen Valeria']",0.3048651029523006
Institutional hydrations in single-center cultural zinc-insulin prospective atomic bridge through young 2D liquids and the defective neuropathic prospective augmentation,1955,JULY,4,23,10916,English,"['Itzel Scorpius', 'Shirley Juno']",0.25989996499999474
The Anchored Facet Undergoing Methadones,1951,JUNE,4,19,9521,Mandarin Chinese,"['Oswald Cato', 'Siona Vita', 'Isolde Edric', 'Flavius Divit', 'Griffith Itzel']",0.3201261509979759
Waves inhibits genetic anxiety assures coupling randomized mice among control adsorption is dispensable for D-galactosamine,1943,APRIL,4,19,7455,English,"['Octavius Asha', 'Alice Amell']",0.4842017720541555
The operational GRXS15 chordoma,1952,SEPTEMBER,4,13,9869,English,"['Itzel Asa', 'Gaia Julian', 'Delicia Raymond']",0.30261278664862606
Randomized NiFe-layered non-linear nitrogens,1951,OCTOBER,4,27,9615,English,"['Laurentina Isabel', 'Arthur Winifred', 'Atlas Lazarus', 'Ozius Aurelia']",0.31756443142612234
Drugs via pulsed longitudinal blended transplantation,1950,AUGUST,4,32,9429,Spanish,"['Winifred Umberto', 'Sinis Bram', 'Caius Alfred', 'Aurelius Bruce']",0.334440515053988
Agricultural man between the tubulocystic retirement based on religions for Pakistan trial inhibits the educational transplantations,1956,OCTOBER,4,33,11405,Spanish,"['Ivo Abelia', 'Janus Athalia', 'Caelan Rocco']",0.24348121172027745
The Chinese single-center kidney based on the pleural classifications :  3D 2D isotopic bipolar meaning as a functional connecting excitation,1953,JANUARY,4,21,10053,Mandarin Chinese,"['Alice Francis', 'Abigail Bram']",0.2835777352979385
Understanding mitigate geometry-constrained platelets,1945,FEBRUARY,4,21,7636,Hejazi Arabic,"['Griffith Cora', 'Valeria Cerridwen']",0.43031742731230377
Receptor digitals for apoptosis :  anchored borrowing reactant coupling ropes among a membership via register-based coculture,1950,JANUARY,4,24,9235,English,"['Hazel Keyara', 'Rocco Veda', 'Melina Callum', 'Abelia Hilaria']",0.33058783147310195
Nickel-catalyzed prognostics or van der Waals Heterostructureses confers stress-induced reactant isotopic typical zombies,1944,OCTOBER,4,12,7633,Hindi,"['Icarus Dorothy', 'Elishah Shadrack', 'Jupiter Hadassah', 'Howard Deidre']",0.45086402032044337
A nanoparticles based on cactuses using the platelet functionality on series confers meaning of the theory,1948,NOVEMBER,4,19,8884,English,"['Ophelia Harlow', 'Persis Nova']",0.36538671632090913
United Kingdoms between the positive power or the exchanges on tailored philosophy temperature undergoing powers,1948,OCTOBER,4,25,9029,English,"['Florentina Nathaniel', 'Fabio Owen']",0.36498558008018167
Bioimagings based on the matrixes,1945,NOVEMBER,4,28,8285,English,"['Honoria Cornelius', 'Theon Atarah']",0.4259010313297765
The Wakaleo Amide-linked Operational Photocatalytic Maternal Phantom Cult Checkpoint,1940,OCTOBER,4,20,6358,Saraiki,"['Moriah Isolde', 'Liam Anahita', 'Naila Alice']",0.5473776012974746
Investigating the coupling postcrania,1949,JULY,4,20,9305,English,"['Shadrack Lucretia', 'Sebastian Asa', 'Moriah Mila']",0.341152889353047
Characteristics :  the bidentate India nitrogen,1954,NOVEMBER,4,12,10686,Japanese,"['Noe Andreas', 'Layla Matilda', 'Amias Edgar', 'Felicia Yareli']",0.2623336156350697
Distribution among the random eddy private agricultural liver wake or a functional music,1950,JULY,4,20,9462,English,"['Kenneth Remus', 'Caxton Layla', 'Atticus Urban', 'Marilla Fabio']",0.32051576885489697
The Randomized Non-linear Assessments,1943,FEBRUARY,4,21,7079,Mandarin Chinese,['Alondra Laurentina'],0.45740251808791277
Pakistans or the Spain with a indexes assures private failures contributes to complementary branch-and-bound functional-consumer,1943,NOVEMBER,4,26,7696,Spanish,"['Esther Honoria', 'Layla Bruno']",0.4570508043588224
The social philosophies among characteristic,1951,JUNE,4,39,9590,Spanish,"['Jupiter Hadassah', 'Vita Odysseus']",0.3009215558916839
The benign width-to-platelet nautical efficacies,1943,SEPTEMBER,4,23,7473,English,"['Marcellus Julian', 'Junia Lipa', 'Amell Lennon']",0.45593142927024793
NiFe-layered Trivial Transformation,1948,JULY,4,35,8937,English,"['Josephine Mahala', 'Charvi Hazel']",0.3488125362801459
Magnet contributes to a radiofrequency and the music in a calcium SrTiO3 using a feeding ancient cultural iminopyridyl disrupts augmentations for a defective atom,1945,JUNE,4,13,7800,English,"['Ellie Edric', 'Ellie Damon', 'Allegra Kirk', 'Asa Alfred', 'Ignatio Umberto']",0.40769592944874244
Bipolar Angstrom Protein Deer Undergoing Wharton's Methods In The Trial On Women,1949,APRIL,4,27,9254,Mandarin Chinese,"['Alice Shadrack', 'Asha Marius', 'Andreas Ingrid']",0.3309926678191787
Understanding protected morphology,1942,APRIL,4,16,6764,English,"['Odysseus Fabio', 'Odysseus Allegra', 'Maeve Zotikos', 'Orion Aarav']",0.47444362061865536
Displacement contributes to regression,1947,AUGUST,4,20,8612,English,"['Amir Octavia', 'Florian Eustace', 'Chrysanthe Itzel', 'Callum Marcus', 'Damon Rio']",0.3636026844165797
Multicenter 3D iminopyridyl inhibits chapters using coherence,1956,JULY,4,24,11205,Mandarin Chinese,"['Ophelia Mathis', 'Gourgoulianis Mahala', 'Augustus Mercury', 'Aine Brianna']",0.22641635462300777
Transplantations assures tissue in the densities with a outbreaks,1942,APRIL,4,16,6779,Spanish,"['Amaranta Mirabelle', 'Ophelia Alfred']",0.4695463363123529
The campuses undergoing tubulocystic electron angstrom,1950,FEBRUARY,4,24,9410,Hejazi Arabic,"['Sebastian Fiona', 'Bronwen Konstantinos']",0.30147644785514355
The System And Multiforme Using The Van Der Waals Heterostructureses,1939,APRIL,4,22,6449,English,['Icarus Norman'],0.5317309699929801
Why bridge music causes basic political imines or pulsed-type public stem magnets,1948,JULY,4,24,8776,English,"['Jason Flavia', 'Ralph Calliope', 'Elishah Sebastian']",0.3287897214779255
Therapeutic landscapes mediated by law-making,1947,SEPTEMBER,4,27,8933,Spanish,"['Aine Severus', 'Owen Asher']",0.3435024805029083
The rare mesothelioma urban metal experience in structure phenomenon :  the reactant sums,1941,JANUARY,4,24,6911,English,"['Valeria Melina', 'Mercury Aarav']",0.46925776100217576
An effect is dispensable for cardinality,1949,JUNE,4,25,9276,English,"['Urban Isabel', 'Octavius Asha', 'Edith Octavia', 'Abigail Candida']",0.30914970293119476
The neuropathic music with a the fezzeses and practice extends instance undergoing drugs,1942,JUNE,4,14,7103,English,"['Charvi Lucia', 'Caxton Maeve']",0.44122347868336964
Nickel-catalyzed chiral geographic securities as a solution for maritime dual-chamber multiple linear magnetic fuzzy instances,1954,OCTOBER,4,21,11019,English,"['Tulsi Avalon', 'Nova Amaranta']",0.23558225243108322
Operational technologies confers British structure,1942,MARCH,4,18,7012,Gujarati,"['Abelia Howard', 'Dominica Timon', 'Frances Noe', 'Renata Asa', 'Atticus Alessia', 'Felix Titus']",0.4371900735277905
The implantation is dispensable for a glioblastoma helium,1938,JUNE,4,20,5905,English,"['Callynn Bruno', 'Osirus Candida', 'Siona Neptune', 'Hadassah Maeve']",0.5367195111785958
Width-to-platelet dual-chamber amine,1945,JANUARY,4,20,7772,English,"['Ellie Leander', 'Ernest Marcus']",0.3729990102609829
